Poem_Index,Title,Author,URL,Content,A,B,C,Translation
202,无题·相见时难别亦难,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_1a4c484f9364.aspx,"相见时难别亦难，东风无力百花残。
春蚕到死丝方尽，蜡炬成灰泪始干。
晓镜但愁云鬓改，夜吟应觉月光寒。
蓬山此去无多路，青鸟殷勤为探看。(蓬山 一作：蓬莱)",无题·来是空言去绝踪,宣州谢朓楼饯别校书叔云,无题二首·其一,相见很难，离别更难，何况在这东风无力、百花凋谢的暮春时节。春蚕结茧到死时丝才吐完，蜡烛要烧成灰烬时像泪一样的蜡油才能滴干。早晨梳妆照镜，只担忧如云的鬓发改变颜色，容颜不再。长夜独自吟诗不寐，必然感到冷月侵人。蓬莱山离这儿不算太远，却无路可通，烦请青鸟一样的使者，殷勤地为我去探看。
203,无题·来是空言去绝踪,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_f3143cabad12.aspx,"来是空言去绝踪，月斜楼上五更钟。
梦为远别啼难唤，书被催成墨未浓。
蜡照半笼金翡翠，麝熏微度绣芙蓉。
刘郎已恨蓬山远，更隔蓬山一万重！",无题·相见时难别亦难,无题·飒飒东风细雨来,无题二首·其一,你说来相会是空话，一去之后再无踪影；等到楼上残月西斜，传来五更的晓钟。梦里为伤远别啼泣，久唤难醒；醒后研墨未浓，匆忙提笔书写成一信。蜡烛的余光，半罩着饰有金翡翠的帷幕；兰麝的香气，熏染了被褥上刺绣的芙蓉。我像当年的刘郎，早已怨恨那蓬山遥远；你去的地方，要比蓬山更隔万重岭！
204,无题·凤尾香罗薄几重,李商隐 〔唐代〕,https://www.gushiwen.cn/shiwenv_2d27cb0ecae4.aspx,"凤尾香罗薄几重，碧文圆顶夜深缝。
扇裁月魄羞难掩，车走雷声语未通。
曾是寂寥金烬暗，断无消息石榴红。
斑骓只系垂杨岸，何处西南任好风。(任 一作：待)",后宫词,无题·重帏深下莫愁堂,无题二首·其一,织着凤尾纹的绫罗，薄薄重重；碧纹的圆顶罗帐，我深夜赶缝。那回邂逅，来不及用团扇掩盖；可你驱车隆隆而过，无语相通。曾因寂寥不眠，想到更残烛尽；却无你的消息，等到石榴花红。也许你在垂杨岸，栓系斑骓马；怎能等到，送去会你的西南风。
205,旅宿,杜牧 〔唐代〕,https://www.gushiwen.cn/shiwenv_0cf45663f32a.aspx,"旅馆无良伴，凝情自悄然。
寒灯思旧事，断雁警愁眠。
远梦归侵晓，家书到隔年。
沧江好烟月，门系钓鱼船。",锦瑟,宿府,旅夜书怀,"韵译住在旅馆中没有好朋友相伴，心情忧郁，独自凝神沉思。看着昏冷的灯火回忆起往日旧事，孤雁的哀鸣令人愁思难眠。相距遥远,梦魂要接近拂晓才能到家，家信更要隔年方可送达。烟笼月照的碧江多么美丽，邻家门前就系着钓鱼归船。"
206,旅夜书怀,杜甫 〔唐代〕,https://www.gushiwen.cn/shiwenv_30bf1f03b349.aspx,"细草微风岸，危樯独夜舟。
星垂平野阔，月涌大江流。
名岂文章著，官应老病休。
飘飘何所似，天地一沙鸥。",无题·凤尾香罗薄几重,巴山道中除夜书怀,旅宿,微风吹拂着江岸的细草，那立着高高桅杆的小船在夜里孤零地停泊着。星星低垂在辽阔的天际，月亮倒映在江面上，随波涌动。我难道是因为文章而著名吗？年老病多也应该休官了。自己到处漂泊像什么呢？就像天地间的一只孤零零的沙鸥。
207,新年作,刘长卿 〔唐代〕,https://www.gushiwen.cn/shiwenv_0938dbd3a92b.aspx,"乡心新岁切，天畔独潸然。
老至居人下，春归在客先。
岭猿同旦暮，江柳共风烟。
已似长沙傅，从今又几年。",桃源行,新嫁娘词,自夏口至鹦鹉洲夕望岳阳寄源中丞,新年来临，思乡的心情格外迫切，想到自己漂泊在外不禁潸然落泪。年老了反而被贬谪他处居于人下，连春天也脚步匆匆走在我的前头。在岭南早晚只能与猿猴相依作伴，或与江边杨柳共同领受风烟侵吹。我已和被贬为长沙太傅的贾谊同遭遇，不知今后还要几年才能还乡？
208,新嫁娘词,王建 〔唐代〕,https://www.gushiwen.cn/shiwenv_5917bc6dca91.aspx,"三日入厨下，洗手作羹汤。
未谙姑食性，先遣小姑尝。",郡斋雨中与诸文士燕集,新年作,后宫词,婚后第三天来到厨房，洗手亲自作羹汤。还不熟悉婆婆的口味，做好先让小姑品尝。
209,感遇十二首·其四,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_f4a35c0d146a.aspx,"孤鸿海上来，池潢不敢顾。
侧见双翠鸟，巢在三珠树。
矫矫珍木巅，得无金丸惧？
美服患人指，高明逼神恶。
今我游冥冥，弋者何所慕！",寄韩谏议注,长干曲四首·其二,陇西行四首·其二,孤傲的鸿雁自海上而来，连池塘都不敢看。侧目见到了两只华丽的翠鸟，在华美的三珠树上栖息。珍贵之木的高处啊，难道不怕猎人的金弹丸？修美的品德将担心他人的嫉妒与打压，高明之位会让神鬼都深感厌恶。今日的我翱翔于天际，那些猎取者将无法猎取。
210,感遇十二首·其二,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_5e265e29083e.aspx,"幽人归独卧，滞虑洗孤清。
持此谢高鸟，因之传远情。
日夕怀空意，人谁感至精？
飞沉理自隔，何所慰吾诚？",秦中感秋寄远上人,孤雁二首·其二,梦李白二首·其二,归隐到这幽静的山林以来，每天都独自高卧在林泉之下，积聚的愁虑被洗涤得干干净净。我想拿这些来感谢那高飞的鸟儿，因要托她传达我这遥远的情怀。日日夜夜我空怀着这无限情意，可是又有谁能体会到我至诚的情意呢？那飞鸟和沉鱼本来就情趣相隔，又怎么能慰解我的心怀情意？
211,感遇十二首·其七,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_02ba8d3eabab.aspx,"江南有丹橘，经冬犹绿林。
岂伊地气暖？自有岁寒心。
可以荐嘉客，奈何阻重深。
运命惟所遇，循环不可寻。
徒言树桃李，此木岂无阴？",长沙过贾谊宅,梦李白二首·其一,孤雁二首·其二,江南丹桔叶茂枝繁，经冬不凋四季常青。哪里是因为她所处地方的气候温暖，而是具有松柏品性。荐之嘉宾必受称赞，山重水阻如何进献？命运遭遇往往不一，因果循环奥秘难寻。只说桃李有果有林，难道丹桔就不成阴？
212,感遇十二首·其一,张九龄 〔唐代〕,https://www.gushiwen.cn/shiwenv_d5419292d268.aspx,"兰叶春葳蕤，桂华秋皎洁。
欣欣此生意，自尔为佳节。
谁知林栖者，闻风坐相悦。
草木有本心，何求美人折！",长沙过贾谊宅,无题二首·其一,梦李白二首·其一,兰草逢春，枝叶茂盛，桂花遇秋，皎洁清新。世间的草木生机勃勃，自然地顺应美好的季节。谁想到山林隐逸的高人，闻到芬芳就满怀喜悦。草木散发香气源于天性，怎么会求观赏者攀折呢！
213,怨情,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_68fe1f940020.aspx,"美人卷珠帘，深坐蹙蛾眉。(蹙 一作：颦)
但见泪痕湿，不知心恨谁。",题破山寺后禅院,玉阶怨,长恨歌,美人儿卷起珠帘一直等待，一直坐着把双眉紧紧锁闭。只看见她泪痕湿满了两腮，不知道她心中埋怨的是谁？
214,征怨,柳中庸 〔唐代〕,https://www.gushiwen.cn/shiwenv_934e5850a0f4.aspx,"岁岁金河复玉关，朝朝马策与刀环。
三春白雪归青冢，万里黄河绕黑山。",凉州词二首·其一,玉阶怨,春宫怨,年复一年戍守金河保卫玉关，日日夜夜都同马鞭和战刀作伴。三月白雪纷纷扬扬遮盖着昭君墓，滔滔黄河绕过黑山，又奔腾向前。
215,归嵩山作,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_a496667a51c2.aspx,"清川带长薄，车马去闲闲。
流水如有意，暮禽相与还。
荒城临古渡，落日满秋山。
迢递嵩高下，归来且闭关。",送人东游,岁暮归南山,夜归鹿门山歌,清澈的流水环绕一片草木丛生的沼泽地，驾着车马徐徐而去从容悠闲。流水有意与我同去永不回返，暮鸟有心跟我一起倦飞知还。荒凉的城池紧挨着古老的渡口，落日的余晖洒满经秋的重山。远远地来到嵩山脚下安家落户，紧闭房门不再与人来往。
216,庐山谣寄卢侍御虚舟,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_2ce33c84c9cb.aspx,"我本楚狂人，凤歌笑孔丘。
手持绿玉杖，朝别黄鹤楼。
五岳寻仙不辞远，一生好入名山游。
庐山秀出南斗傍，屏风九叠云锦张，
影落明湖青黛光。
金阙前开二峰长，银河倒挂三石梁，
香炉瀑布遥相望，回崖沓嶂凌苍苍。
翠影红霞映朝日，鸟飞不到吴天长。
登高壮观天地间，大江茫茫去不还。
黄云万里动风色，白波九道流雪山。
好为庐山谣，兴因庐山发。
闲窥石镜清我心，谢公行处苍苔没。
早服还丹无世情，琴心三叠道初成。
遥见仙人彩云里，手把芙蓉朝玉京。
先期汗漫九垓上，愿接卢敖游太清。",关山月,留别王侍御维,咏怀古迹五首·其一,"我本是像那个接舆楚狂人，高声唱着凤歌去嘲笑孔丘。
手里拿一根镶绿玉的棍杖，大清早辞别著名的黄鹤楼。
攀登五岳寻仙道不畏路远，这一生就喜欢踏上名山游。
秀美的庐山挺拔在南斗旁，九叠云屏像锦绣云霞铺张，湖光山影相互映照泛青光。
金阙岩前双峰矗立入云端，三石梁瀑布有如银河倒挂，飞泻而下。
香炉峰瀑布与它遥遥相望，重崖叠嶂耸云霄莽莽苍苍。
翠云红霞与朝阳相互辉映，鸟儿也飞不过吴天广又长。
登高远望天地间壮观景象，大江悠悠东流去永不回还。
天上万里黄云变动着风色，江流波涛九道如雪山奔淌。
我喜欢为雄伟的庐山歌唱，这兴致因庐山风光而滋长。
闲时观看石镜使心神清净，谢灵运足迹早被青苔掩藏。
我要早服仙丹去掉尘世情，修炼三丹和积学道已初成。
远远望见仙人正在彩云里，手里捧着芙蓉花朝拜玉京。
早已约好神仙在九天会面，希望迎接你一同邀游太清。"
217,巴山道中除夜书怀,崔涂 〔唐代〕,https://www.gushiwen.cn/shiwenv_c34469635b91.aspx,"迢递三巴路，羁危万里身。
乱山残雪夜，孤烛异乡人。(异乡人 一作：异乡春)
渐与骨肉远，转于僮仆亲。
那堪正飘泊，明日岁华新。",九月九日忆山东兄弟,旅夜书怀,寄全椒山中道士,跋涉在道路崎岖又遥远的三巴路上，客居在万里之外的危险地方。乱山上残雪在黑夜里闪光，一支烛火陪伴着我这异乡的人。因离亲人越来越远，反而与书童和仆人渐渐亲近。真难以忍受在漂泊中度过除夕夜，到明天岁月更新就是新的一年。
218,已凉,韩偓 〔唐代〕,https://www.gushiwen.cn/shiwenv_2c55b2038285.aspx,"碧阑干外绣帘垂，猩色屏风画折枝。(猩色 一作：猩血)
八尺龙须方锦褥，已凉天气未寒时。",金缕衣,凉州词,凉州词二首·其一,翠绿色的栏杆外绣帘儿低垂，猩红的屏风上画着草木花卉。龙须草织成的席子铺上锦褥，天气已凉却还未到寒冷时候。
219,岁暮归南山,孟浩然 〔唐代〕,https://www.gushiwen.cn/shiwenv_80cde550c438.aspx,"北阙休上书，南山归敝庐。
不才明主弃，多病故人疏。
白发催年老，青阳逼岁除。
永怀愁不寐，松月夜窗虚。",凉思,终南山,归嵩山作,不再在朝廷宫门前陈述已见，返归终南山我那破旧的茅屋。没有才能才使君主弃我不用，又因多染病痛朋友也渐渐疏远。白发渐渐增多催人慢慢老去，岁暮已至新春已经快要到来了。心怀愁绪万千使人夜不能寐，松影月光映照窗户一片空寂。
220,山石,韩愈 〔唐代〕,https://www.gushiwen.cn/shiwenv_c63d202ca1e1.aspx,"山石荦确行径微，黄昏到寺蝙蝠飞。
升堂坐阶新雨足，芭蕉叶大栀子肥。
僧言古壁佛画好，以火来照所见稀。
铺床拂席置羹饭，疏粝亦足饱我饥。
夜深静卧百虫绝，清月出岭光入扉。
天明独去无道路，出入高下穷烟霏。
山红涧碧纷烂漫，时见松枥皆十围。
当流赤足踏涧石，水声激激风吹衣。
人生如此自可乐，岂必局束为人鞿？
嗟哉吾党二三子，安得至老不更归。",下终南山过斛斯山人宿置酒,石鼓歌,关山月,"山石峥嵘险峭，山路狭窄像羊肠，蝙蝠穿飞的黄昏，来到这座庙堂。
登上庙堂坐台阶，刚下透雨一场，经雨芭蕉枝粗叶大，山栀更肥壮。
僧人告诉我说，古壁佛画真堂皇，用火把照看，迷迷糊糊看不清爽。
为我铺好床席，又准备米饭菜汤，饭菜虽粗糙，却够填饱我的饥肠。
夜深清静好睡觉，百虫停止吵嚷，明月爬上了山头，清辉泻入门窗。
天明我独自离去，无法辨清路向，出入雾霭之中，我上下摸索踉跄。
山花鲜红涧水碧绿，光泽又艳繁，时见松栎粗大十围，郁郁又苍苍。
遇到涧流当道，光着脚板踏石淌，水声激激风飘飘，掀起我的衣裳。
人生在世能如此，也应自得其乐，何必受到约束，宛若被套上马缰？
唉呀，我那几个情投意合的伙伴，怎么能到年老，还不再返回故乡？"
221,山居秋暝,王维 〔唐代〕,https://www.gushiwen.cn/shiwenv_44ba4afb80db.aspx,"空山新雨后，天气晚来秋。
明月松间照，清泉石上流。
竹喧归浣女，莲动下渔舟。
随意春芳歇，王孙自可留。",楚江怀古三首·其一,灞上秋居,谷口书斋寄杨补阙,新雨过后山谷里空旷清新，初秋傍晚的天气特别凉爽。明月映照着幽静的松林间，清澈泉水在山石上淙淙淌流。竹林里传来喧闹声，知是少女洗衣归来，莲叶轻摇知是上游荡下轻舟。任凭春天的花草消失，眼前的秋景足以让我流连久居。
222,将进酒,李白 〔唐代〕,https://www.gushiwen.cn/shiwenv_ee16df5673bc.aspx,"君不见黄河之水天上来，奔流到海不复回。
君不见高堂明镜悲白发，朝如青丝暮成雪。
人生得意须尽欢，莫使金樽空对月。
天生我材必有用，千金散尽还复来。
烹羊宰牛且为乐，会须一饮三百杯。
岑夫子，丹丘生，将进酒，杯莫停。
与君歌一曲，请君为我倾耳听。(倾耳听 一作：侧耳听)
钟鼓馔玉不足贵，但愿长醉不愿醒。(不足贵 一作：何足贵；不愿醒 一作：不复醒)
古来圣贤皆寂寞，惟有饮者留其名。(古来 一作：自古；惟 通：唯)
陈王昔时宴平乐，斗酒十千恣欢谑。
主人何为言少钱，径须沽取对君酌。
五花马、千金裘，呼儿将出换美酒，与尔同销万古愁。",琵琶行,八月十五夜赠张功曹,秋登兰山寄张五,"难道你没有看见，那汹涌的黄河之水从天上倾泻而来，滔滔滚滚直奔大海永不回还。
难道你没有看见，在高堂上面对明镜，深沉悲叹那一头白发，早晨还如青丝，晚上却变得如白雪一般。
人生得意之时就要尽情的欢乐，不要让金杯空对着一轮明月。
上天赋予我雄才大略，必有用武之地，千金散尽了还会再找回来。
烹羊呵，宰牛呵，要玩就玩个痛快，要饮酒就应当一起饮它几百杯。
岑夫子呀，元丹丘，快点喝酒，不要停下来。
我给你们唱一首歌，请你们为我倾耳细听。
钟鸣鼎食、豪华富贵算不上什么珍贵，我只希望能一直沉醉不愿醒。
古来圣贤人物都终将被冷落，唯有饮酒豪客能留传美名。
想从前，陈王曹植会宴平乐观，一斗美酒十千钱，痛饮狂歌豪气冲天。
主人为何说钱少？只管去买酒，一起喝个够。
什么五花宝马，千金狐裘，叫侍儿拿去统统换美酒，让我们一起就千杯烈酒，来消除这无穷无尽的长愁！"
